AAAS
HSPG2
IFNGR1
IFNGR2
IGF1
IGHMBP2
IHH
IKBKAP
IL12B
IL12RB1
IMPDH1
INSR
IQCB1
ITGA2B
ITGB2
ITGB3
ITGB4
IVD
KCNA4
KCNE1
KCNJ1
KERA
KHK
KLKB1
KRT14
LAMA2
LAMB3
LAMC2
LARGE
LBR
LCAT
LEP
LHX3
LIFR
LMAN1
LPL
LRPPRC
MAN2B1
MAT1A
MATN3
MC2R
MCCC1
MCCC2
MCOLN1
MEFV
MGP
MKKS
MLC1
MMAA
MMAB
MMACHC
MOCS1
MOCS2
MOGAT2
MPI
MPL
MPO
MRPL36
MT3
MTHFR
MTR
MTRR
MTTP
MUT
MUTYH
MVK
MYO15A
MYO5A
NAGA
NAGLU
NCF1
NCF2
NDUFS1
NDUFS2
NDUFS4
NDUFS7
NDUFS8
NDUFV1
NEB
NEU1
NGF
NPC1
NPC2
NPHP1
NPHS1
NPHS2
NPRL2
NR2E3
NTRK1
OAT
OCA2
OPA3
OXCT1
PAH
PANK2
PAPSS2
PARK2
PARK7
PCBD1
PCCA
PCCB
PCK1
PEPD
PEX10
PEX2
PEX26
PEX5
PEX6
PEX7
PFKM
PGAM2
PHGDH
PHKB
PHOX2A
PHYH
PINK1
PKHD1
PKLR
PLEC
PLG
PLOD1
PMM2
PODXL
POLG
POLQ
POMT1
POR
PPT1
PROP1
PSAP
PSMA7
PTH1R
PTS
PYGL
PYGM
QDPR
RAB27A
RAG1
RAG2
RAPSN
RDH12
RDH5
REN
RHAG
ROBO3
RORA
RPE65
RPGRIP1
RPIA
RYR1
SACS
SAG
SBDS
SC5D
SCGB1D1
SCN5A
SCNN1A
SCNN1B
SCNN1G
SCO1
SCO2
SDHA
SEPN1
SERPINA1
SERPINF2
SFTPB
SFTPC
SGCA
SGCB
SGCG
SGSH
SH3TC2
SI
SLC12A1
SLC12A3
SLC12A6
SLC17A5
SLC19A2
SLC22A5
SLC25A13
SLC25A15
SLC25A20
SLC26A2
SLC26A3
SLC2A2
SLC35C1
SLC37A4
SLC38A1
SLC3A1
SLC5A1
SLC5A2
SLC5A5
SLC6A19
SLC7A7
SLC7A9
SMARCAL1
SMN1
SMPD1
SPG7
SPINK5
SPTA1
SRD5A2
STAR
SUMF1
SUOX
SURF1
TACSTD2
TAP1
TAP2
TAPBP
TAT
TBX19
TBXAS1
TCN2
TECTA
TF
TGM1
TH
THRB
TINAGL1
TMPRSS15
TMPRSS4
TNFRSF11B
TNXB
TP53
TPO
TRH
TRIM32
TRPM6
TTC8
TTN
TTPA
TULP1
TYR
TYROBP
UMPS
UNG
UROS
USH1C
VDR
VHL
VPS13A
VPS13B
VPS33B
VSIG2
VWF
WISP3
WRN
WT1
XPA
XPC
ZAP70
ZMPSTE24
ZNF384
